pole_id,lat,lon,ai_confidence,tile_path,pixel_x,pixel_y,bbox,source,ndvi,source_date,confidence,road_distance_m,surface_elev_m,in_water,filter_reasons,geometry,distance_m,matched,nearest_pole_id
AI_DET_pa_m_4007641_se_18_060_20220510_1,40.3023283141174,-76.88796522586516,0.10934479534626,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007641_se_18_060_20220510.tif,9536.564453125,3791.866943359375,"[9523.259765625, 3773.5322265625, 9549.8701171875, 3810.20166015625]",ai_detection,0.0459770114942528,2025-10-22,0.10934479534626,,,False,[],POINT (-76.88796522586516 40.3023283141174),68.01894108570632,False,OSM-11427472010
AI_DET_pa_m_4007641_se_18_060_20220510_2,40.302273697613366,-76.88800011420619,0.089584469795227,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007641_se_18_060_20220510.tif,9531.3876953125,3801.48095703125,"[9518.0048828125, 3782.4775390625, 9544.7705078125, 3820.484130859375]",ai_detection,0.0529411764705882,2025-10-22,0.089584469795227,,,False,[],POINT (-76.88800011420619 40.302273697613366),68.91082409239975,False,OSM-11427472010
AI_DET_pa_m_4007642_sw_18_060_20220704_3,40.30971380517413,-76.88972577593759,0.0839797332882881,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,456.119140625,2229.71533203125,"[441.1187438964844, 2210.441650390625, 471.11956787109375, 2248.9892578125]",ai_detection,0.4506437768240343,2025-10-22,0.0839797332882881,,,False,[],POINT (-76.88972577593759 40.30971380517413),274.43296607633226,False,OSM-11427472005
AI_DET_pa_m_4007642_sw_18_060_20220704_4,40.30399130489247,-76.83917543704985,0.1320810317993164,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,7594.6787109375,3438.412109375,"[7577.16943359375, 3417.24609375, 7612.18798828125, 3459.57861328125]",ai_detection,0.2732919254658385,2025-10-22,0.1320810317993164,,,False,[],POINT (-76.83917543704985 40.30399130489247),818.7810125374725,False,OSM-11427622459
AI_DET_pa_m_4007642_sw_18_060_20220704_5,40.30399903386435,-76.83925653078411,0.1072532534599304,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,7583.21484375,3437.034423828125,"[7566.2158203125, 3415.7041015625, 7600.21435546875, 3458.364501953125]",ai_detection,0.2123287671232876,2025-10-22,0.1072532534599304,,,False,[],POINT (-76.83925653078411 40.30399903386435),819.3431927482717,False,OSM-11427622459
AI_DET_pa_m_4007642_sw_18_060_20220704_6,40.29936920158095,-76.88600595168936,0.1178777143359184,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,942.5738525390624,4154.7265625,"[926.2813110351562, 4134.470703125, 958.866455078125, 4174.98291015625]",ai_detection,-0.0523076923076923,2025-10-22,0.1178777143359184,,,False,[],POINT (-76.88600595168936 40.29936920158095),315.16083336660245,False,OSM-11427472012
AI_DET_pa_m_4007642_sw_18_060_20220704_7,40.27300385508082,-76.83045274103891,0.1201527267694473,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,8712.818359375,9196.783203125,"[8704.1142578125, 9175.9619140625, 8721.5224609375, 9217.6044921875]",ai_detection,0.4316546762589928,2025-10-22,0.1201527267694473,,,False,[],POINT (-76.83045274103891 40.27300385508082),672.3329858878179,False,OSM-11427622224
AI_DET_pa_m_4007642_sw_18_060_20220704_8,40.27308489874631,-76.83045490937488,0.1006617397069931,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,8712.8193359375,9182.0576171875,"[8704.1376953125, 9161.66015625, 8721.5009765625, 9202.455078125]",ai_detection,0.144578313253012,2025-10-22,0.1006617397069931,,,False,[],POINT (-76.83045490937488 40.27308489874631),681.2381808713038,False,OSM-11427622224
AI_DET_pa_m_4007642_sw_18_060_20220704_9,40.273257594184045,-76.82719873755958,0.0834095627069473,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,9174.9677734375,9159.447265625,"[9162.318359375, 9142.16796875, 9187.6162109375, 9176.7265625]",ai_detection,0.3669064748201439,2025-10-22,0.0834095627069473,,,False,[],POINT (-76.82719873755958 40.273257594184045),709.7324047801208,False,OSM-11427622229
AI_DET_pa_m_4007642_sw_18_060_20220704_10,40.272918291685535,-76.8304515542689,0.0811918601393699,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007642_sw_18_060_20220704.tif,8712.654296875,9212.7744140625,"[8704.0302734375, 9191.841796875, 8721.279296875, 9233.7080078125]",ai_detection,0.4957264957264957,2025-10-22,0.0811918601393699,,,False,[],POINT (-76.8304515542689 40.272918291685535),662.9219861671862,False,OSM-11427622224
AI_DET_pa_m_4007649_ne_18_060_20220510_11,40.23989602781972,-76.95023487183875,0.0858941823244094,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007649_ne_18_060_20220510.tif,722.7545776367188,3592.517333984375,"[705.5676879882812, 3584.0, 739.9414672851562, 3601.034423828125]",ai_detection,0.0290456431535269,2025-10-22,0.0858941823244094,,,False,[],POINT (-76.95023487183875 40.23989602781972),1833.1428766502863,False,OSM-5759608532
AI_DET_pa_m_4007649_ne_18_060_20220510_12,40.22058767899194,-76.9371754531945,0.0868283733725547,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007649_ne_18_060_20220510.tif,2497.070556640625,7204.89013671875,"[2479.447509765625, 7183.5283203125, 2514.693359375, 7226.251953125]",ai_detection,0.5372549019607843,2025-10-22,0.0868283733725547,,,False,[],POINT (-76.9371754531945 40.22058767899194),804.6245885495608,False,OSM-11535008477
AI_DET_pa_m_4007649_ne_18_060_20220510_13,40.21049334951983,-76.92985325035478,0.2225899845361709,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007649_ne_18_060_20220510.tif,3495.287109375,9094.896484375,"[3478.484130859375, 9072.9814453125, 3512.08984375, 9116.8115234375]",ai_detection,-0.0769230769230769,2025-10-22,0.2225899845361709,,,False,[],POINT (-76.92985325035478 40.21049334951983),477.4904210422278,False,OSM-5480108327
AI_DET_pa_m_4007649_ne_18_060_20220510_14,40.193269090440026,-76.9536347684853,0.1210002824664115,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007649_ne_18_060_20220510.tif,52.10686492919922,12208.41796875,"[36.55393600463867, 12188.1259765625, 67.65979766845703, 12228.7099609375]",ai_detection,0.2911392405063291,2025-10-22,0.1210002824664115,,,False,[],POINT (-76.9536347684853 40.193269090440026),1274.8055787349513,False,OSM-5480108158
AI_DET_pa_m_4007649_ne_18_060_20220510_15,40.19323142523599,-76.9537320671795,0.0854207277297973,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007649_ne_18_060_20220510.tif,38.11006164550781,12214.974609375,"[23.151668548583984, 12194.4013671875, 53.06845474243164, 12235.548828125]",ai_detection,0.2870662460567823,2025-10-22,0.0854207277297973,,,False,[],POINT (-76.9537320671795 40.19323142523599),1283.9484550874035,False,OSM-5480108158
AI_DET_pa_m_4007650_ne_18_060_20220704_16,40.25503638427941,-76.76885074543024,0.1195373088121414,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,8757.544921875,946.4882202148438,"[8743.244140625, 926.4277954101562, 8771.845703125, 966.5486450195312]",ai_detection,0.3076923076923077,2025-10-22,0.1195373088121414,,,False,[],POINT (-76.76885074543024 40.25503638427941),1650.2546742576585,False,OSM-1916074457
AI_DET_pa_m_4007650_ne_18_060_20220704_17,40.255044130622906,-76.76893397778746,0.1010999307036399,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,8745.7919921875,945.2351684570312,"[8731.71484375, 925.5828857421875, 8759.869140625, 964.887451171875]",ai_detection,0.30625,2025-10-22,0.1010999307036399,,,False,[],POINT (-76.76893397778746 40.255044130622906),1651.1354143239473,False,OSM-1916074457
AI_DET_pa_m_4007650_ne_18_060_20220704_18,40.2526840347347,-76.7686246624322,0.0949883759021759,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,8780.9814453125,1382.6903076171875,"[8763.1162109375, 1359.911865234375, 8798.8466796875, 1405.46875]",ai_detection,0.4193548387096774,2025-10-22,0.0949883759021759,,,False,[],POINT (-76.7686246624322 40.2526840347347),1389.1981192577928,False,OSM-1916074457
AI_DET_pa_m_4007650_ne_18_060_20220704_19,40.24726385866897,-76.79846689859818,0.1545759439468383,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,4530.15771484375,2300.56787109375,"[4515.86767578125, 2281.050048828125, 4544.4482421875, 2320.085693359375]",ai_detection,0.204225352112676,2025-10-22,0.1545759439468383,,,False,[],POINT (-76.79846689859818 40.24726385866897),404.14891167502896,False,OSM-4054926016
AI_DET_pa_m_4007650_ne_18_060_20220704_20,40.24086594326145,-76.80003928895175,0.0822373181581497,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,4283.3759765625,3479.921630859375,"[4270.146484375, 3462.109619140625, 4296.60595703125, 3497.7333984375]",ai_detection,0.3029315960912052,2025-10-22,0.0822373181581497,,,False,[],POINT (-76.80003928895175 40.24086594326145),290.7726265536496,False,OSM-4054926017
AI_DET_pa_m_4007650_ne_18_060_20220704_21,40.23789768947277,-76.8032391332544,0.0858360901474952,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,3818.6123046875,4019.800537109375,"[3805.71533203125, 4002.178466796875, 3831.509521484375, 4037.422607421875]",ai_detection,0.3431085043988269,2025-10-22,0.0858360901474952,,,False,[],POINT (-76.8032391332544 40.23789768947277),594.4056453816511,False,OSM-4054926019
AI_DET_pa_m_4007650_ne_18_060_20220704_22,40.226607203658986,-76.80340513437312,0.0877284705638885,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,3752.916259765625,6108.4208984375,"[3736.228515625, 6088.60107421875, 3769.603759765625, 6128.240234375]",ai_detection,0.3093093093093093,2025-10-22,0.0877284705638885,,,False,[],POINT (-76.80340513437312 40.226607203658986),516.5838908979981,False,OSM-1916074396
AI_DET_pa_m_4007650_ne_18_060_20220704_23,40.21108707893339,-76.76261174216896,0.0911930128931999,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,9481.7060546875,9095.0625,"[9463.236328125, 9070.8427734375, 9500.17578125, 9119.283203125]",ai_detection,0.3375796178343949,2025-10-22,0.0911930128931999,,,False,[],POINT (-76.76261174216896 40.21108707893339),1389.3253695505741,False,OSM-11424812799
AI_DET_pa_m_4007650_ne_18_060_20220704_24,40.20196364884356,-76.76899600956746,0.0812786072492599,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,8542.7294921875,10765.0078125,"[8521.3779296875, 10752.0, 8564.0810546875, 10778.0146484375]",ai_detection,-0.0045454545454545,2025-10-22,0.0812786072492599,,,False,[],POINT (-76.76899600956746 40.20196364884356),245.75674429601023,False,OSM-11424812799
AI_DET_pa_m_4007650_ne_18_060_20220704_25,40.19701242703695,-76.76220905806015,0.1142424345016479,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,9487.5380859375,11700.30859375,"[9470.015625, 11676.9716796875, 9505.060546875, 11723.6455078125]",ai_detection,0.2093023255813953,2025-10-22,0.1142424345016479,,,False,[],POINT (-76.76220905806015 40.19701242703695),658.7081593403191,False,OSM-11424003837
AI_DET_pa_m_4007650_ne_18_060_20220704_26,40.19707126634281,-76.76219037929795,0.0842610895633697,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,9490.390625,11688.857421875,"[9472.9931640625, 11665.328125, 9507.7880859375, 11712.38671875]",ai_detection,0.217391304347826,2025-10-22,0.0842610895633697,,,False,[],POINT (-76.76219037929795 40.19707126634281),657.5306309143573,False,OSM-11424003837
AI_DET_pa_m_4007650_ne_18_060_20220704_27,40.19481320293492,-76.7797875456032,0.1093490719795227,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_ne_18_060_20220704.tif,6985.34033203125,12057.5947265625,"[6963.53857421875, 12027.869140625, 7007.142578125, 12087.3193359375]",ai_detection,-0.6571428571428571,2025-10-22,0.1093490719795227,,,False,['ndvi_out_of_range'],POINT (-76.7797875456032 40.19481320293492),739.884933454101,False,OSM-11424003846
AI_DET_pa_m_4007650_nw_18_060_20220704_28,40.234273887805074,-76.82567856227476,0.0945918634533882,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9493.0224609375,4815.7607421875,"[9476.1318359375, 4793.099609375, 9509.912109375, 4838.421875]",ai_detection,0.2529411764705882,2025-10-22,0.0945918634533882,,,False,[],POINT (-76.82567856227476 40.234273887805074),998.3541217034865,False,OSM-1916074353
AI_DET_pa_m_4007650_nw_18_060_20220704_29,40.23435038377794,-76.82568353903203,0.0869480594992637,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9492.6279296875,4801.5498046875,"[9475.73046875, 4779.58056640625, 9509.525390625, 4823.51953125]",ai_detection,0.2628398791540785,2025-10-22,0.0869480594992637,,,False,[],POINT (-76.82568353903203 40.23435038377794),1005.9017082926096,False,OSM-1916074353
AI_DET_pa_m_4007650_nw_18_060_20220704_30,40.22774700110348,-76.86580731960153,0.1398813724517822,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,3777.31396484375,5906.076171875,"[3762.503173828125, 5887.2705078125, 3792.125, 5924.88134765625]",ai_detection,-0.0629370629370629,2025-10-22,0.1398813724517822,,,False,[],POINT (-76.86580731960153 40.22774700110348),520.1277245868419,False,OSM-11535030072
AI_DET_pa_m_4007650_nw_18_060_20220704_31,40.22780081221596,-76.86582237321653,0.1039152145385742,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,3775.383544921875,5895.98193359375,"[3760.4111328125, 5876.96337890625, 3790.356201171875, 5915.0009765625]",ai_detection,-0.0901639344262295,2025-10-22,0.1039152145385742,,,False,[],POINT (-76.86582237321653 40.22780081221596),523.8732018644006,False,OSM-4231227071
AI_DET_pa_m_4007650_nw_18_060_20220704_32,40.22765714751386,-76.86579275348934,0.0852037966251373,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,3779.030029296875,5922.0849609375,"[3764.48828125, 5903.099609375, 3793.57177734375, 5941.07080078125]",ai_detection,-0.0871369294605809,2025-10-22,0.0852037966251373,,,False,[],POINT (-76.86579275348934 40.22765714751386),514.62578547909,False,OSM-11535030072
AI_DET_pa_m_4007650_nw_18_060_20220704_33,40.22512017866502,-76.87119729613745,0.1397837847471237,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,3002.715087890625,6375.9755859375,"[2984.29052734375, 6353.970703125, 3021.1396484375, 6397.98046875]",ai_detection,-0.0470219435736677,2025-10-22,0.1397837847471237,,,False,[],POINT (-76.87119729613745 40.22512017866502),633.0029688947795,False,OSM-11535008564
AI_DET_pa_m_4007650_nw_18_060_20220704_34,40.22515986335678,-76.87125052716696,0.1191424578428268,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,2995.315185546875,6368.3603515625,"[2976.70166015625, 6345.42529296875, 3013.928955078125, 6391.29541015625]",ai_detection,-0.045045045045045,2025-10-22,0.1191424578428268,,,False,[],POINT (-76.87125052716696 40.22515986335678),639.229465937131,False,OSM-11535008564
AI_DET_pa_m_4007650_nw_18_060_20220704_35,40.22595417082034,-76.82540255276794,0.0815037637948989,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9500.7060546875,6356.21240234375,"[9483.662109375, 6333.9677734375, 9517.7490234375, 6378.45751953125]",ai_detection,0.2132701421800948,2025-10-22,0.0815037637948989,,,False,[],POINT (-76.82540255276794 40.22595417082034),351.6126733695499,False,OSM-11429422106
AI_DET_pa_m_4007650_nw_18_060_20220704_36,40.22356188111267,-76.86753242735954,0.0903053730726242,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,3516.447265625,6674.61328125,"[3497.625, 6656.0, 3535.269287109375, 6693.2265625]",ai_detection,0.2121212121212121,2025-10-22,0.0903053730726242,,,False,[],POINT (-76.86753242735954 40.22356188111267),278.23191764164386,False,OSM-11535008565
AI_DET_pa_m_4007650_nw_18_060_20220704_37,40.21309038261912,-76.8250728729828,0.3051813840866089,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9498.9267578125,8736.6796875,"[9481.09375, 8712.7080078125, 9516.759765625, 8760.6513671875]",ai_detection,-0.8072289156626506,2025-10-22,0.3051813840866089,,,False,['ndvi_out_of_range'],POINT (-76.8250728729828 40.21309038261912),634.2500815781807,False,OSM-11429422114
AI_DET_pa_m_4007650_nw_18_060_20220704_38,40.21006439527727,-76.82501252351271,0.2209136635065078,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9496.02734375,9296.7265625,"[9480.07421875, 9274.3427734375, 9511.98046875, 9319.109375]",ai_detection,-0.8372093023255814,2025-10-22,0.2209136635065078,,,False,['ndvi_out_of_range'],POINT (-76.82501252351271 40.21006439527727),905.394577553403,False,OSM-11429422115
AI_DET_pa_m_4007650_nw_18_060_20220704_39,40.20949322238189,-76.8249562008204,0.086247406899929,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9501.8525390625,9402.376953125,"[9486.185546875, 9381.3681640625, 9517.51953125, 9423.38671875]",ai_detection,-0.9402985074626866,2025-10-22,0.086247406899929,,,False,['ndvi_out_of_range'],POINT (-76.8249562008204 40.20949322238189),917.9259366434973,False,OSM-11429422120
AI_DET_pa_m_4007650_nw_18_060_20220704_40,40.19516582345189,-76.82460439464043,0.4256147444248199,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_nw_18_060_20220704.tif,9497.712890625,12054.33203125,"[9479.818359375, 12030.45703125, 9515.607421875, 12078.20703125]",ai_detection,0.4748201438848921,2025-10-22,0.4256147444248199,,,False,[],POINT (-76.82460439464043 40.19516582345189),792.5513857898686,False,OSM-11429422127
AI_DET_pa_m_4007650_se_18_060_20220704_41,40.18714062289731,-76.76357753240988,0.4368400871753692,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_se_18_060_20220704.tif,9497.3798828125,1962.3787841796875,"[9479.912109375, 1939.133544921875, 9514.84765625, 1985.6239013671875]",ai_detection,-0.6382978723404256,2025-10-22,0.4368400871753692,,,False,['ndvi_out_of_range'],POINT (-76.76357753240988 40.18714062289731),1448.1471301635006,False,OSM-11424003837
AI_DET_pa_m_4007650_se_18_060_20220704_42,40.18542285017299,-76.80316855537794,0.2308609783649444,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_se_18_060_20220704.tif,3872.87646484375,2168.13232421875,"[3853.16015625, 2141.786376953125, 3892.593017578125, 2194.47802734375]",ai_detection,0.2057971014492753,2025-10-22,0.2308609783649444,,,False,[],POINT (-76.80316855537794 40.18542285017299),1092.4369086439917,False,OSM-11429422129
AI_DET_pa_m_4007650_se_18_060_20220704_43,40.18537916282021,-76.80308079051203,0.1713607013225555,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_se_18_060_20220704.tif,3885.146484375,2176.44921875,"[3866.638671875, 2151.492919921875, 3903.654541015625, 2201.4052734375]",ai_detection,0.2244897959183673,2025-10-22,0.1713607013225555,,,False,[],POINT (-76.80308079051203 40.18537916282021),1100.3109946059983,False,OSM-11429422129
AI_DET_pa_m_4007650_se_18_060_20220704_44,40.17611478300801,-76.800672706759,0.0827927067875862,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_se_18_060_20220704.tif,4192.38330078125,3897.462158203125,"[4172.8193359375, 3872.924560546875, 4211.94775390625, 3921.999755859375]",ai_detection,0.2134146341463414,2025-10-22,0.0827927067875862,,,False,[],POINT (-76.800672706759 40.17611478300801),1721.9658033410342,False,OSM-11429422129
AI_DET_pa_m_4007650_se_18_060_20220704_45,40.17511152077864,-76.78623524321752,0.1096726953983306,/home/canderson/PoleLocations/data/imagery/naip_tiles/pa_m_4007650_se_18_060_20220704.tif,6237.77880859375,4123.80859375,"[6224.392578125, 4105.23681640625, 6251.1650390625, 4142.38037109375]",ai_detection,0.2817337461300309,2025-10-22,0.1096726953983306,,,False,[],POINT (-76.78623524321752 40.17511152077864),2817.7119316783055,False,OSM-11429422129
